date,temperature,humidity,windspeed,count
2011-01-03,2.716069662931224,45.715345912596405,21.414956510619877,120.0
2011-01-04,2.8966732970082774,54.267219023136256,15.136881890530196,108.0
2011-01-05,4.23565354008174,45.69770190231361,17.034577653575038,82.0
2011-01-06,3.1126426592104286,50.23734940874036,10.091567671737069,88.0
2011-01-07,2.7239176756331425,49.14492832904885,15.738204070746255,148.0
2011-01-08,1.967445413316817,48.85125233933164,17.03502941796508,112.33333333333334
2011-01-09,1.2109731510004924,48.55757634961441,18.331854765183905,76.66666666666667
2011-01-10,0.4545008886841675,48.263900359897185,19.628680112402733,41.0
2011-01-11,1.3613933944539252,59.62346035989719,12.414597230297014,43.0
2011-01-12,1.5419970285309768,54.775880205655525,25.43218812929225,25.0
2011-01-13,1.1581894706340066,47.56595691516709,25.17346979623845,38.0
2011-01-14,0.9530483791218424,51.32977048843188,12.729595895520518,54.0
2011-01-15,1.645921108123308,55.85022455012854,13.090300039625804,42.75
2011-01-16,2.338793837124774,60.37067861182518,13.451004183731092,31.5
2011-01-17,3.03166656612624,64.89113267352184,13.811708327836374,20.25
2011-01-18,3.7245392951277054,69.41158673521849,14.172412471941662,9.0
2011-01-19,7.475044960214621,62.71534982005142,18.56227838117734,78.0
2011-01-20,5.9597327861803375,51.35807907455013,17.676843953772593,83.0
2011-01-21,1.7790765514819586,46.821446683804616,28.89995536431049,75.0
2011-01-22,0.4527177009879724,47.466458097686356,24.265518480551194,78.66666666666667
2011-01-23,-0.8736411495060139,48.11146951156811,19.63108159679189,82.33333333333333
2011-01-24,-2.2,48.75648092544986,14.996644713032596,86.0
2011-01-25,4.062848247740138,55.74808750642673,12.961279696391426,186.0
2011-01-26,3.7659152101954128,69.45809768637532,24.663451576956724,34.0
2011-01-27,2.6483184646690954,59.68688946015425,11.822904764710753,15.0
2011-01-28,3.0694289183834105,65.57993305912596,12.49791209464961,38.0
2011-01-29,2.694495906495359,62.05684483290489,14.01707685298747,39.333333333333336
2011-01-30,2.319562894607308,58.533756606683795,15.536241611325329,40.66666666666666
2011-01-31,1.9446298827192567,55.010668380462725,17.05540636966319,42.0
2011-02-01,2.5079483134309903,67.61915629820051,7.498520914957679,47.0
2011-02-02,5.876931285078458,64.59577696658097,22.55618469107976,72.0
2011-02-03,2.248814881368288,45.74622293059128,23.515161605768327,61.0
2011-02-04,3.4581539019606966,53.97586951156812,12.821684499869145,88.0
2011-02-05,4.457583418260032,56.8256377377892,10.861723715340245,98.66666666666669
2011-02-06,5.4570129345593665,59.67540596401029,8.901762930811342,109.33333333333331
2011-02-07,6.456442450858702,62.52517419023137,6.94180214628244,120.0
2011-02-08,3.9314685414327113,51.334851516709506,29.52110762354197,64.0
2011-02-09,-0.3427181231246053,48.926444113110534,17.172888888146687,53.0
2011-02-10,0.1323846711402501,45.721934498714646,19.53366692805543,47.0
2011-02-11,2.3548127238106518,49.57307475578406,11.445776607320207,149.0
2011-02-12,6.09518551173813,47.14365460154242,18.801404405947324,168.66666666666666
2011-02-13,9.835558299665607,44.714234447300775,26.157032204574442,188.33333333333331
